ORDERNUMBER,QUANTITYORDERED,PRICE_EACH (After Discount),CUSTOMER_TYPE,GROSS_SALES_VALUE,Date_Of_Sale (mm-dd-yyyy),STATUS,QTR_ID_of_Order,MONTH_ID_Of_Order,YEAR_Of_Order,CUSTOMERNAME,PHONE,CITY,POSTALCODE,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,Customer_Company_Size
10273,326,100,11,32600,7-21-2004,Shipped,3,7,2004,Petit Auto,(02) 5554 67,Bruxelles,B-1180,Belgium,Dewey,Catherine,Small
10273,331,100,6,33100,7-21-2004,Shipped,3,7,2004,Petit Auto,(02) 5554 67,Bruxelles,B-1180,Belgium,Dewey,Catherine,Small
10273,352,83.02,3,29223,7-21-2004,Shipped,3,7,2004,Petit Auto,(02) 5554 67,Bruxelles,B-1180,Belgium,Dewey,Catherine,Medium
10273,325,65.34,7,21236,7-21-2004,Shipped,3,7,2004,Petit Auto,(02) 5554 67,Bruxelles,B-1180,Belgium,Dewey,Catherine,Small
10273,325,100,14,32500,7-21-2004,Shipped,3,7,2004,Petit Auto,(02) 5554 67,Bruxelles,B-1180,Belgium,Dewey,Catherine,Small
10273,346,62.16,5,21507,7-21-2004,Shipped,3,7,2004,Petit Auto,(02) 5554 67,Bruxelles,B-1180,Belgium,Dewey,Catherine,Small
10273,344,86.15,8,29636,7-21-2004,Shipped,3,7,2004,Petit Auto,(02) 5554 67,Bruxelles,B-1180,Belgium,Dewey,Catherine,Medium
10273,330,100,9,33000,7-21-2004,Shipped,3,7,2004,Petit Auto,(02) 5554 67,Bruxelles,B-1180,Belgium,Dewey,Catherine,Small
10273,341,45.86,10,15638,7-21-2004,Shipped,3,7,2004,Petit Auto,(02) 5554 67,Bruxelles,B-1180,Belgium,Dewey,Catherine,Small
10274,345,100,1,34500,7-21-2004,Shipped,3,7,2004,Collectables For Less Inc.,6175558555,Brickhaven,58339,USA,Nelson,Allen,Medium
10274,344,65.08,2,22388,7-21-2004,Shipped,3,7,2004,Collectables For Less Inc.,6175558555,Brickhaven,58339,USA,Nelson,Allen,Small
10274,328,72.33,3,23724,7-21-2004,Shipped,3,7,2004,Collectables For Less Inc.,6175558555,Brickhaven,58339,USA,Nelson,Allen,Small
10274,328,90.52,5,29691,7-21-2004,Shipped,3,7,2004,Collectables For Less Inc.,6175558555,Brickhaven,58339,USA,Nelson,Allen,Small
10274,336,58.6,4,19690,7-21-2004,Shipped,3,7,2004,Collectables For Less Inc.,6175558555,Brickhaven,58339,USA,Nelson,Allen,Small
10275,349,92.83,1,32398,7-23-2004,Shipped,3,7,2004,La Rochelle Gifts,40.67.8555,Nantes,44000,France,Labrune,Janine,Medium
10275,326,100,4,32600,7-23-2004,Shipped,3,7,2004,La Rochelle Gifts,40.67.8555,Nantes,44000,France,Labrune,Janine,Small
10275,340,100,3,34000,7-23-2004,Shipped,3,7,2004,La Rochelle Gifts,40.67.8555,Nantes,44000,France,Labrune,Janine,Medium
10275,339,90.39,9,30642,7-23-2004,Shipped,3,7,2004,La Rochelle Gifts,40.67.8555,Nantes,44000,France,Labrune,Janine,Medium
10275,341,63.6,5,21688,7-23-2004,Shipped,3,7,2004,La Rochelle Gifts,40.67.8555,Nantes,44000,France,Labrune,Janine,Small
10275,325,100,2,32500,7-23-2004,Shipped,3,7,2004,La Rochelle Gifts,40.67.8555,Nantes,44000,France,Labrune,Janine,Small
10275,329,95.2,11,31321,7-23-2004,Shipped,3,7,2004,La Rochelle Gifts,40.67.8555,Nantes,44000,France,Labrune,Janine,Small
10275,334,79.98,6,26713,7-23-2004,Shipped,3,7,2004,La Rochelle Gifts,40.67.8555,Nantes,44000,France,Labrune,Janine,Small
10275,345,81.89,18,28252,7-23-2004,Shipped,3,7,2004,La Rochelle Gifts,40.67.8555,Nantes,44000,France,Labrune,Janine,Medium
10275,331,62.31,10,20625,7-23-2004,Shipped,3,7,2004,La Rochelle Gifts,40.67.8555,Nantes,44000,France,Labrune,Janine,Small
10275,327,81.91,7,26785,7-23-2004,Shipped,3,7,2004,La Rochelle Gifts,40.67.8555,Nantes,44000,France,Labrune,Janine,Small
10275,332,63.97,12,21238,7-23-2004,Shipped,3,7,2004,La Rochelle Gifts,40.67.8555,Nantes,44000,France,Labrune,Janine,Small
10275,342,45.39,13,15523,7-23-2004,Shipped,3,7,2004,La Rochelle Gifts,40.67.8555,Nantes,44000,France,Labrune,Janine,Small
10275,336,89.51,14,30075,7-23-2004,Shipped,3,7,2004,La Rochelle Gifts,40.67.8555,Nantes,44000,France,Labrune,Janine,Small
10275,343,100,16,34300,7-23-2004,Shipped,3,7,2004,La Rochelle Gifts,40.67.8555,Nantes,44000,France,Labrune,Janine,Medium
10275,352,100,8,35200,7-23-2004,Shipped,3,7,2004,La Rochelle Gifts,40.67.8555,Nantes,44000,France,Labrune,Janine,Medium
10275,347,73.6,15,25539,7-23-2004,Shipped,3,7,2004,La Rochelle Gifts,40.67.8555,Nantes,44000,France,Labrune,Janine,Medium
10275,335,72.55,17,24304,7-23-2004,Shipped,3,7,2004,La Rochelle Gifts,40.67.8555,Nantes,44000,France,Labrune,Janine,Small
10276,279,100,3,27857,08-02-2004,Shipped,3,8,2004,Online Mini Collectables,6175557555,Brickhaven,58339,USA,Barajas,Miguel,Large
10276,272,100,14,27157,08-02-2004,Shipped,3,8,2004,Online Mini Collectables,6175557555,Brickhaven,58339,USA,Barajas,Miguel,Medium
10276,276,100,1,27557,08-02-2004,Shipped,3,8,2004,Online Mini Collectables,6175557555,Brickhaven,58339,USA,Barajas,Miguel,Medium
10276,267,83.79,4,22336,08-02-2004,Shipped,3,8,2004,Online Mini Collectables,6175557555,Brickhaven,58339,USA,Barajas,Miguel,Medium
10276,267,69.96,6,18649,08-02-2004,Shipped,3,8,2004,Online Mini Collectables,6175557555,Brickhaven,58339,USA,Barajas,Miguel,Small
10276,259,100,5,25857,08-02-2004,Shipped,3,8,2004,Online Mini Collectables,6175557555,Brickhaven,58339,USA,Barajas,Miguel,Medium
10276,262,50.36,9,13173,08-02-2004,Shipped,3,8,2004,Online Mini Collectables,6175557555,Brickhaven,58339,USA,Barajas,Miguel,Small
10276,277,100,8,27657,08-02-2004,Shipped,3,8,2004,Online Mini Collectables,6175557555,Brickhaven,58339,USA,Barajas,Miguel,Medium
10276,275,75.49,12,20727,08-02-2004,Shipped,3,8,2004,Online Mini Collectables,6175557555,Brickhaven,58339,USA,Barajas,Miguel,Medium
10276,249,61.23,2,15220,08-02-2004,Shipped,3,8,2004,Online Mini Collectables,6175557555,Brickhaven,58339,USA,Barajas,Miguel,Small
10276,277,75.18,7,20793,08-02-2004,Shipped,3,8,2004,Online Mini Collectables,6175557555,Brickhaven,58339,USA,Barajas,Miguel,Medium
10276,256,36.61,10,9356,08-02-2004,Shipped,3,8,2004,Online Mini Collectables,6175557555,Brickhaven,58339,USA,Barajas,Miguel,Small
10276,267,100,13,26657,08-02-2004,Shipped,3,8,2004,Online Mini Collectables,6175557555,Brickhaven,58339,USA,Barajas,Miguel,Medium
10276,250,70.78,11,17665,08-02-2004,Shipped,3,8,2004,Online Mini Collectables,6175557555,Brickhaven,58339,USA,Barajas,Miguel,Small
10277,257,100,1,25657,08-04-2004,Shipped,3,8,2004,"Dragon Souveniers, Ltd.",+65 221 7555,Singapore,79903,Singapore,Natividad,Eric,Medium
10278,263,100,6,26257,08-06-2004,Shipped,3,8,2004,Signal Gift Stores,7025551838,Las Vegas,83030,USA,King,Sue,Medium
10278,252,100,2,25157,08-06-2004,Shipped,3,8,2004,Signal Gift Stores,7025551838,Las Vegas,83030,USA,King,Sue,Small
10278,258,90.86,10,23403,08-06-2004,Shipped,3,8,2004,Signal Gift Stores,7025551838,Las Vegas,83030,USA,King,Sue,Small
10278,258,100,5,25757,08-06-2004,Shipped,3,8,2004,Signal Gift Stores,7025551838,Las Vegas,83030,USA,King,Sue,Medium
10278,268,100,3,26757,08-06-2004,Shipped,3,8,2004,Signal Gift Stores,7025551838,Las Vegas,83030,USA,King,Sue,Medium
10278,271,100,7,27057,08-06-2004,Shipped,3,8,2004,Signal Gift Stores,7025551838,Las Vegas,83030,USA,King,Sue,Medium
10278,260,100,4,25957,08-06-2004,Shipped,3,8,2004,Signal Gift Stores,7025551838,Las Vegas,83030,USA,King,Sue,Medium
10278,264,45.28,1,11935,08-06-2004,Shipped,3,8,2004,Signal Gift Stores,7025551838,Las Vegas,83030,USA,King,Sue,Small
10278,260,38.89,8,10095,08-06-2004,Shipped,3,8,2004,Signal Gift Stores,7025551838,Las Vegas,83030,USA,King,Sue,Small
10278,254,100,9,25357,08-06-2004,Shipped,3,8,2004,Signal Gift Stores,7025551838,Las Vegas,83030,USA,King,Sue,Medium
10279,255,60.58,1,15422,08-09-2004,Shipped,3,8,2004,Euro Shopping Channel,(91) 555 94 44,Madrid,28034,Spain,Freyre,Diego,Small
10279,261,74.96,5,19532,08-09-2004,Shipped,3,8,2004,Euro Shopping Channel,(91) 555 94 44,Madrid,28034,Spain,Freyre,Diego,Small
10279,278,79.97,3,22197,08-09-2004,Shipped,3,8,2004,Euro Shopping Channel,(91) 555 94 44,Madrid,28034,Spain,Freyre,Diego,Medium
10279,277,100,2,27657,08-09-2004,Shipped,3,8,2004,Euro Shopping Channel,(91) 555 94 44,Madrid,28034,Spain,Freyre,Diego,Medium
10279,262,71.06,4,18587,08-09-2004,Shipped,3,8,2004,Euro Shopping Channel,(91) 555 94 44,Madrid,28034,Spain,Freyre,Diego,Small
10279,277,100,6,27657,08-09-2004,Shipped,3,8,2004,Euro Shopping Channel,(91) 555 94 44,Madrid,28034,Spain,Freyre,Diego,Medium
10280,263,100,2,26257,8-17-2004,Shipped,3,8,2004,Amica Models & Co.,011-4988555,Torino,10100,Italy,Accorti,Paolo,Large
10280,253,100,1,25257,8-17-2004,Shipped,3,8,2004,Amica Models & Co.,011-4988555,Torino,10100,Italy,Accorti,Paolo,Small
10280,279,100,9,27857,8-17-2004,Shipped,3,8,2004,Amica Models & Co.,011-4988555,Torino,10100,Italy,Accorti,Paolo,Medium
10280,256,57.68,8,14741,8-17-2004,Shipped,3,8,2004,Amica Models & Co.,011-4988555,Torino,10100,Italy,Accorti,Paolo,Small
10280,255,100,16,25457,8-17-2004,Shipped,3,8,2004,Amica Models & Co.,011-4988555,Torino,10100,Italy,Accorti,Paolo,Medium
10280,254,62.96,15,15965,8-17-2004,Shipped,3,8,2004,Amica Models & Co.,011-4988555,Torino,10100,Italy,Accorti,Paolo,Small
10280,266,100,13,26557,8-17-2004,Shipped,3,8,2004,Amica Models & Co.,011-4988555,Torino,10100,Italy,Accorti,Paolo,Medium
10280,251,100,10,25057,8-17-2004,Shipped,3,8,2004,Amica Models & Co.,011-4988555,Torino,10100,Italy,Accorti,Paolo,Medium
10280,275,100,3,27457,8-17-2004,Shipped,3,8,2004,Amica Models & Co.,011-4988555,Torino,10100,Italy,Accorti,Paolo,Medium
10280,272,68.71,5,18660,8-17-2004,Shipped,3,8,2004,Amica Models & Co.,011-4988555,Torino,10100,Italy,Accorti,Paolo,Small
10280,258,100,4,25757,8-17-2004,Shipped,3,8,2004,Amica Models & Co.,011-4988555,Torino,10100,Italy,Accorti,Paolo,Medium
10280,263,100,7,26257,8-17-2004,Shipped,3,8,2004,Amica Models & Co.,011-4988555,Torino,10100,Italy,Accorti,Paolo,Medium
10280,264,100,17,26357,8-17-2004,Shipped,3,8,2004,Amica Models & Co.,011-4988555,Torino,10100,Italy,Accorti,Paolo,Medium
10280,249,28.88,12,7179,8-17-2004,Shipped,3,8,2004,Amica Models & Co.,011-4988555,Torino,10100,Italy,Accorti,Paolo,Small
10280,274,47.49,11,12992,8-17-2004,Shipped,3,8,2004,Amica Models & Co.,011-4988555,Torino,10100,Italy,Accorti,Paolo,Small
10280,262,41.85,14,10947,8-17-2004,Shipped,3,8,2004,Amica Models & Co.,011-4988555,Torino,10100,Italy,Accorti,Paolo,Small
10280,250,78.89,6,19689,8-17-2004,Shipped,3,8,2004,Amica Models & Co.,011-4988555,Torino,10100,Italy,Accorti,Paolo,Small
10281,273,100,9,27257,8-19-2004,Shipped,3,8,2004,Diecast Classics Inc.,2155551555,Allentown,70267,USA,Yu,Kyung,Large
10281,254,100,13,25357,8-19-2004,Shipped,3,8,2004,Diecast Classics Inc.,2155551555,Allentown,70267,USA,Yu,Kyung,Small
10281,270,100,1,26957,8-19-2004,Shipped,3,8,2004,Diecast Classics Inc.,2155551555,Allentown,70267,USA,Yu,Kyung,Medium
10281,277,100,4,27657,8-19-2004,Shipped,3,8,2004,Diecast Classics Inc.,2155551555,Allentown,70267,USA,Yu,Kyung,Medium
10281,258,57.73,7,14870,8-19-2004,Shipped,3,8,2004,Diecast Classics Inc.,2155551555,Allentown,70267,USA,Yu,Kyung,Small
10281,254,100,5,25357,8-19-2004,Shipped,3,8,2004,Diecast Classics Inc.,2155551555,Allentown,70267,USA,Yu,Kyung,Medium
10281,254,99.29,10,25177,8-19-2004,Shipped,3,8,2004,Diecast Classics Inc.,2155551555,Allentown,70267,USA,Yu,Kyung,Small
10281,273,59.87,14,16319,8-19-2004,Shipped,3,8,2004,Diecast Classics Inc.,2155551555,Allentown,70267,USA,Yu,Kyung,Small
10281,254,100,6,25357,8-19-2004,Shipped,3,8,2004,Diecast Classics Inc.,2155551555,Allentown,70267,USA,Yu,Kyung,Small
10281,249,40.66,2,10107,8-19-2004,Shipped,3,8,2004,Diecast Classics Inc.,2155551555,Allentown,70267,USA,Yu,Kyung,Small
10281,258,82.83,8,21335,8-19-2004,Shipped,3,8,2004,Diecast Classics Inc.,2155551555,Allentown,70267,USA,Yu,Kyung,Small
10281,260,55.19,3,14326,8-19-2004,Shipped,3,8,2004,Diecast Classics Inc.,2155551555,Allentown,70267,USA,Yu,Kyung,Small
10281,265,77.57,12,20523,8-19-2004,Shipped,3,8,2004,Diecast Classics Inc.,2155551555,Allentown,70267,USA,Yu,Kyung,Small
10281,256,85.98,11,21974,8-19-2004,Shipped,3,8,2004,Diecast Classics Inc.,2155551555,Allentown,70267,USA,Yu,Kyung,Small
10282,270,100,5,26957,8-20-2004,Shipped,3,8,2004,Mini Gifts Distributors Ltd.,4155551450,San Rafael,97562,USA,Nelson,Valarie,Large
10282,256,100,6,25557,8-20-2004,Shipped,3,8,2004,Mini Gifts Distributors Ltd.,4155551450,San Rafael,97562,USA,Nelson,Valarie,Medium
10282,253,100,4,25257,8-20-2004,Shipped,3,8,2004,Mini Gifts Distributors Ltd.,4155551450,San Rafael,97562,USA,Nelson,Valarie,Medium
10282,252,100,13,25157,8-20-2004,Shipped,3,8,2004,Mini Gifts Distributors Ltd.,4155551450,San Rafael,97562,USA,Nelson,Valarie,Medium
10282,272,100,1,27157,8-20-2004,Shipped,3,8,2004,Mini Gifts Distributors Ltd.,4155551450,San Rafael,97562,USA,Nelson,Valarie,Medium
10282,265,100,3,26457,8-20-2004,Shipped,3,8,2004,Mini Gifts Distributors Ltd.,4155551450,San Rafael,97562,USA,Nelson,Valarie,Medium
10282,260,100,8,25957,8-20-2004,Shipped,3,8,2004,Mini Gifts Distributors Ltd.,4155551450,San Rafael,97562,USA,Nelson,Valarie,Medium
10282,258,46.82,11,12059,8-20-2004,Shipped,3,8,2004,Mini Gifts Distributors Ltd.,4155551450,San Rafael,97562,USA,Nelson,Valarie,Small
10282,268,100,10,26757,8-20-2004,Shipped,3,8,2004,Mini Gifts Distributors Ltd.,4155551450,San Rafael,97562,USA,Nelson,Valarie,Medium
10282,265,59.65,9,15782,8-20-2004,Shipped,3,8,2004,Mini Gifts Distributors Ltd.,4155551450,San Rafael,97562,USA,Nelson,Valarie,Small
10282,267,100,12,26657,8-20-2004,Shipped,3,8,2004,Mini Gifts Distributors Ltd.,4155551450,San Rafael,97562,USA,Nelson,Valarie,Medium
10282,266,66.78,7,17735,8-20-2004,Shipped,3,8,2004,Mini Gifts Distributors Ltd.,4155551450,San Rafael,97562,USA,Nelson,Valarie,Small
10282,272,86.61,2,23521,8-20-2004,Shipped,3,8,2004,Mini Gifts Distributors Ltd.,4155551450,San Rafael,97562,USA,Nelson,Valarie,Medium
10283,254,100,6,25357,8-20-2004,Shipped,3,8,2004,"Royal Canadian Collectables, Ltd.",(604) 555-4555,Tsawassen,T2F 8M4,Canada,Lincoln,Elizabeth,Small
10283,250,98.06,4,24473,8-20-2004,Shipped,3,8,2004,"Royal Canadian Collectables, Ltd.",(604) 555-4555,Tsawassen,T2F 8M4,Canada,Lincoln,Elizabeth,Small
10283,275,100,3,27457,8-20-2004,Shipped,3,8,2004,"Royal Canadian Collectables, Ltd.",(604) 555-4555,Tsawassen,T2F 8M4,Canada,Lincoln,Elizabeth,Medium
10283,263,100,14,26257,8-20-2004,Shipped,3,8,2004,"Royal Canadian Collectables, Ltd.",(604) 555-4555,Tsawassen,T2F 8M4,Canada,Lincoln,Elizabeth,Medium
10283,271,100,13,27057,8-20-2004,Shipped,3,8,2004,"Royal Canadian Collectables, Ltd.",(604) 555-4555,Tsawassen,T2F 8M4,Canada,Lincoln,Elizabeth,Medium
10283,263,92.94,8,24403,8-20-2004,Shipped,3,8,2004,"Royal Canadian Collectables, Ltd.",(604) 555-4555,Tsawassen,T2F 8M4,Canada,Lincoln,Elizabeth,Medium
10283,262,72.96,5,19084,8-20-2004,Shipped,3,8,2004,"Royal Canadian Collectables, Ltd.",(604) 555-4555,Tsawassen,T2F 8M4,Canada,Lincoln,Elizabeth,Small
10283,274,78.67,9,21522,8-20-2004,Shipped,3,8,2004,"Royal Canadian Collectables, Ltd.",(604) 555-4555,Tsawassen,T2F 8M4,Canada,Lincoln,Elizabeth,Medium
10283,249,94.14,2,23401,8-20-2004,Shipped,3,8,2004,"Royal Canadian Collectables, Ltd.",(604) 555-4555,Tsawassen,T2F 8M4,Canada,Lincoln,Elizabeth,Small
10283,276,65.77,7,18124,8-20-2004,Shipped,3,8,2004,"Royal Canadian Collectables, Ltd.",(604) 555-4555,Tsawassen,T2F 8M4,Canada,Lincoln,Elizabeth,Medium
10283,251,88.15,10,22088,8-20-2004,Shipped,3,8,2004,"Royal Canadian Collectables, Ltd.",(604) 555-4555,Tsawassen,T2F 8M4,Canada,Lincoln,Elizabeth,Small
10283,267,89.38,11,23826,8-20-2004,Shipped,3,8,2004,"Royal Canadian Collectables, Ltd.",(604) 555-4555,Tsawassen,T2F 8M4,Canada,Lincoln,Elizabeth,Medium
10283,272,57.61,1,15645,8-20-2004,Shipped,3,8,2004,"Royal Canadian Collectables, Ltd.",(604) 555-4555,Tsawassen,T2F 8M4,Canada,Lincoln,Elizabeth,Small
10283,262,51.32,12,13424,8-20-2004,Shipped,3,8,2004,"Royal Canadian Collectables, Ltd.",(604) 555-4555,Tsawassen,T2F 8M4,Canada,Lincoln,Elizabeth,Small
10284,274,100,11,27357,8-21-2004,Shipped,3,8,2004,"Norway Gifts By Mail, Co.",+47 2212 1555,Oslo,N 0106,Norway,Klaeboe,Jan,Medium
10284,260,71.81,1,18640,8-21-2004,Shipped,3,8,2004,"Norway Gifts By Mail, Co.",+47 2212 1555,Oslo,N 0106,Norway,Klaeboe,Jan,Small
10284,251,100,3,25057,8-21-2004,Shipped,3,8,2004,"Norway Gifts By Mail, Co.",+47 2212 1555,Oslo,N 0106,Norway,Klaeboe,Jan,Small
10284,259,73.99,12,19132,8-21-2004,Shipped,3,8,2004,"Norway Gifts By Mail, Co.",+47 2212 1555,Oslo,N 0106,Norway,Klaeboe,Jan,Small
10284,268,71.67,13,19177,8-21-2004,Shipped,3,8,2004,"Norway Gifts By Mail, Co.",+47 2212 1555,Oslo,N 0106,Norway,Klaeboe,Jan,Small
10284,250,55.96,10,13966,8-21-2004,Shipped,3,8,2004,"Norway Gifts By Mail, Co.",+47 2212 1555,Oslo,N 0106,Norway,Klaeboe,Jan,Small
10284,250,71,2,17720,8-21-2004,Shipped,3,8,2004,"Norway Gifts By Mail, Co.",+47 2212 1555,Oslo,N 0106,Norway,Klaeboe,Jan,Small
10284,279,81.86,4,22804,8-21-2004,Shipped,3,8,2004,"Norway Gifts By Mail, Co.",+47 2212 1555,Oslo,N 0106,Norway,Klaeboe,Jan,Medium
10284,262,51.93,5,13583,8-21-2004,Shipped,3,8,2004,"Norway Gifts By Mail, Co.",+47 2212 1555,Oslo,N 0106,Norway,Klaeboe,Jan,Small
10284,253,83.12,6,20994,8-21-2004,Shipped,3,8,2004,"Norway Gifts By Mail, Co.",+47 2212 1555,Oslo,N 0106,Norway,Klaeboe,Jan,Small
10284,274,100,8,27357,8-21-2004,Shipped,3,8,2004,"Norway Gifts By Mail, Co.",+47 2212 1555,Oslo,N 0106,Norway,Klaeboe,Jan,Medium
10284,254,69.6,7,17649,8-21-2004,Shipped,3,8,2004,"Norway Gifts By Mail, Co.",+47 2212 1555,Oslo,N 0106,Norway,Klaeboe,Jan,Small
10284,261,64.41,9,16783,8-21-2004,Shipped,3,8,2004,"Norway Gifts By Mail, Co.",+47 2212 1555,Oslo,N 0106,Norway,Klaeboe,Jan,Small
10285,265,100,6,26457,8-27-2004,Shipped,3,8,2004,Marta's Replicas Co.,6175558555,Cambridge,51247,USA,Hernandez,Marta,Medium
10285,276,100,9,27557,8-27-2004,Shipped,3,8,2004,Marta's Replicas Co.,6175558555,Cambridge,51247,USA,Hernandez,Marta,Medium
10285,256,100,8,25557,8-27-2004,Shipped,3,8,2004,Marta's Replicas Co.,6175558555,Cambridge,51247,USA,Hernandez,Marta,Medium
10285,278,100,5,27757,8-27-2004,Shipped,3,8,2004,Marta's Replicas Co.,6175558555,Cambridge,51247,USA,Hernandez,Marta,Medium
10285,249,49.06,10,12195,8-27-2004,Shipped,3,8,2004,Marta's Replicas Co.,6175558555,Cambridge,51247,USA,Hernandez,Marta,Small
10285,263,100,7,26257,8-27-2004,Shipped,3,8,2004,Marta's Replicas Co.,6175558555,Cambridge,51247,USA,Hernandez,Marta,Medium
10285,268,70.08,11,18751,8-27-2004,Shipped,3,8,2004,Marta's Replicas Co.,6175558555,Cambridge,51247,USA,Hernandez,Marta,Small
10285,267,59.56,3,15877,8-27-2004,Shipped,3,8,2004,Marta's Replicas Co.,6175558555,Cambridge,51247,USA,Hernandez,Marta,Small
10285,266,98.89,12,26262,8-27-2004,Shipped,3,8,2004,Marta's Replicas Co.,6175558555,Cambridge,51247,USA,Hernandez,Marta,Medium
10285,266,41.03,1,10896,8-27-2004,Shipped,3,8,2004,Marta's Replicas Co.,6175558555,Cambridge,51247,USA,Hernandez,Marta,Small
10285,255,100,4,25457,8-27-2004,Shipped,3,8,2004,Marta's Replicas Co.,6175558555,Cambridge,51247,USA,Hernandez,Marta,Small
10285,268,78.92,2,21117,8-27-2004,Shipped,3,8,2004,Marta's Replicas Co.,6175558555,Cambridge,51247,USA,Hernandez,Marta,Medium
10285,274,100,13,27357,8-27-2004,Shipped,3,8,2004,Marta's Replicas Co.,6175558555,Cambridge,51247,USA,Hernandez,Marta,Medium
10286,267,57.2,1,15248,8-28-2004,Shipped,3,8,2004,"La Corne D'abondance, Co.",(1) 42.34.2555,Paris,75012,France,Bertrand,Marie,Small
10287,250,100,12,24957,8-30-2004,Shipped,3,8,2004,"Vida Sport, Ltd",0897-034555,Gensve,1203,Switzerland,Holz,Michael,Medium
10287,274,100,10,27357,8-30-2004,Shipped,3,8,2004,"Vida Sport, Ltd",0897-034555,Gensve,1203,Switzerland,Holz,Michael,Medium
10287,270,69.43,13,18716,8-30-2004,Shipped,3,8,2004,"Vida Sport, Ltd",0897-034555,Gensve,1203,Switzerland,Holz,Michael,Small
10287,252,100,9,25157,8-30-2004,Shipped,3,8,2004,"Vida Sport, Ltd",0897-034555,Gensve,1203,Switzerland,Holz,Michael,Small
10287,270,100,4,26957,8-30-2004,Shipped,3,8,2004,"Vida Sport, Ltd",0897-034555,Gensve,1203,Switzerland,Holz,Michael,Medium
10287,273,82.39,8,22457,8-30-2004,Shipped,3,8,2004,"Vida Sport, Ltd",0897-034555,Gensve,1203,Switzerland,Holz,Michael,Medium
10287,253,100,3,25257,8-30-2004,Shipped,3,8,2004,"Vida Sport, Ltd",0897-034555,Gensve,1203,Switzerland,Holz,Michael,Medium
10287,273,100,1,27257,8-30-2004,Shipped,3,8,2004,"Vida Sport, Ltd",0897-034555,Gensve,1203,Switzerland,Holz,Michael,Medium
10287,265,100,5,26457,8-30-2004,Shipped,3,8,2004,"Vida Sport, Ltd",0897-034555,Gensve,1203,Switzerland,Holz,Michael,Medium
10287,272,70.76,15,19216,8-30-2004,Shipped,3,8,2004,"Vida Sport, Ltd",0897-034555,Gensve,1203,Switzerland,Holz,Michael,Medium
10287,269,100,14,26857,8-30-2004,Shipped,3,8,2004,"Vida Sport, Ltd",0897-034555,Gensve,1203,Switzerland,Holz,Michael,Medium
10287,256,100,2,25557,8-30-2004,Shipped,3,8,2004,"Vida Sport, Ltd",0897-034555,Gensve,1203,Switzerland,Holz,Michael,Medium
10287,263,100,17,26257,8-30-2004,Shipped,3,8,2004,"Vida Sport, Ltd",0897-034555,Gensve,1203,Switzerland,Holz,Michael,Medium
10287,265,39.65,6,10490,8-30-2004,Shipped,3,8,2004,"Vida Sport, Ltd",0897-034555,Gensve,1203,Switzerland,Holz,Michael,Small
10287,249,67.97,11,16895,8-30-2004,Shipped,3,8,2004,"Vida Sport, Ltd",0897-034555,Gensve,1203,Switzerland,Holz,Michael,Small
10287,265,100,7,26457,8-30-2004,Shipped,3,8,2004,"Vida Sport, Ltd",0897-034555,Gensve,1203,Switzerland,Holz,Michael,Medium
10287,269,88.12,16,23667,8-30-2004,Shipped,3,8,2004,"Vida Sport, Ltd",0897-034555,Gensve,1203,Switzerland,Holz,Michael,Medium
10288,356,100,14,35600,09-01-2004,Shipped,3,9,2004,Handji Gifts& Co,+65 224 1555,Singapore,69045,Singapore,Victorino,Wendy,Small
10288,368,100,5,36800,09-01-2004,Shipped,3,9,2004,Handji Gifts& Co,+65 224 1555,Singapore,69045,Singapore,Victorino,Wendy,Medium
10288,364,61.75,4,22477,09-01-2004,Shipped,3,9,2004,Handji Gifts& Co,+65 224 1555,Singapore,69045,Singapore,Victorino,Wendy,Small
10288,367,100,2,36700,09-01-2004,Shipped,3,9,2004,Handji Gifts& Co,+65 224 1555,Singapore,69045,Singapore,Victorino,Wendy,Medium
10288,371,80.99,6,30047,09-01-2004,Shipped,3,9,2004,Handji Gifts& Co,+65 224 1555,Singapore,69045,Singapore,Victorino,Wendy,Small
10288,359,73.41,7,26354,09-01-2004,Shipped,3,9,2004,Handji Gifts& Co,+65 224 1555,Singapore,69045,Singapore,Victorino,Wendy,Small
10288,372,66.14,11,24604,09-01-2004,Shipped,3,9,2004,Handji Gifts& Co,+65 224 1555,Singapore,69045,Singapore,Victorino,Wendy,Small
10288,386,52.32,13,20196,09-01-2004,Shipped,3,9,2004,Handji Gifts& Co,+65 224 1555,Singapore,69045,Singapore,Victorino,Wendy,Small
10288,365,38.17,1,13932,09-01-2004,Shipped,3,9,2004,Handji Gifts& Co,+65 224 1555,Singapore,69045,Singapore,Victorino,Wendy,Small
10288,371,80.87,9,30003,09-01-2004,Shipped,3,9,2004,Handji Gifts& Co,+65 224 1555,Singapore,69045,Singapore,Victorino,Wendy,Small
10288,384,100,8,38400,09-01-2004,Shipped,3,9,2004,Handji Gifts& Co,+65 224 1555,Singapore,69045,Singapore,Victorino,Wendy,Medium
10288,370,68.49,10,25341,09-01-2004,Shipped,3,9,2004,Handji Gifts& Co,+65 224 1555,Singapore,69045,Singapore,Victorino,Wendy,Small
10288,377,100,12,37700,09-01-2004,Shipped,3,9,2004,Handji Gifts& Co,+65 224 1555,Singapore,69045,Singapore,Victorino,Wendy,Medium
